POS,Player,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s,Year
1.0,David Warner SRH,12.0,12.0,2.0,692.0,100*,69.2,481.0,143.86,1.0,8.0,57.0,21.0,2019
2.0,KL Rahul PBKS,14.0,14.0,3.0,593.0,100*,53.9,438.0,135.38,1.0,6.0,49.0,25.0,2019
3.0,Quinton de Kock MI,16.0,16.0,1.0,529.0,81,35.26,398.0,132.91,0.0,4.0,45.0,25.0,2019
4.0,Shikhar Dhawan DC,16.0,16.0,1.0,521.0,97*,34.73,384.0,135.67,0.0,5.0,64.0,11.0,2019
5.0,Andre Russell KKR,14.0,13.0,4.0,510.0,80*,56.66,249.0,204.81,0.0,4.0,31.0,52.0,2019
6.0,Chris Gayle PBKS,13.0,13.0,1.0,490.0,99*,40.83,319.0,153.6,0.0,4.0,45.0,34.0,2019
7.0,Rishabh Pant DC,16.0,16.0,3.0,488.0,78*,37.53,300.0,162.66,0.0,3.0,37.0,27.0,2019
8.0,Virat Kohli RCB,14.0,14.0,0.0,464.0,100,33.14,328.0,141.46,1.0,2.0,46.0,13.0,2019
9.0,Shreyas Iyer DC,16.0,16.0,1.0,463.0,67,30.86,386.0,119.94,0.0,3.0,41.0,14.0,2019
10.0,Jonny Bairstow SRH,10.0,10.0,2.0,445.0,114,55.62,283.0,157.24,1.0,2.0,48.0,18.0,2019
11.0,AB de Villiers RCB,13.0,13.0,3.0,442.0,82*,44.2,287.0,154.0,0.0,5.0,31.0,26.0,2019
12.0,Suryakumar Yadav MI,16.0,15.0,2.0,424.0,71*,32.61,324.0,130.86,0.0,2.0,45.0,10.0,2019
13.0,MS Dhoni CSK,15.0,12.0,7.0,416.0,84*,83.2,309.0,134.62,0.0,3.0,22.0,23.0,2019
14.0,Chris Lynn KKR,13.0,13.0,0.0,405.0,82,31.15,290.0,139.65,0.0,4.0,41.0,22.0,2019
15.0,Rohit Sharma MI,15.0,15.0,1.0,405.0,67,28.92,315.0,128.57,0.0,2.0,52.0,10.0,2019
16.0,Hardik Pandya MI,16.0,15.0,6.0,402.0,91,44.66,210.0,191.42,0.0,1.0,28.0,29.0,2019
17.0,Shane Watson CSK,17.0,17.0,0.0,398.0,96,23.41,312.0,127.56,0.0,3.0,42.0,20.0,2019
18.0,Faf du Plessis CSK,12.0,12.0,1.0,396.0,96,36.0,321.0,123.36,0.0,3.0,36.0,15.0,2019
19.0,Ajinkya Rahane RR,14.0,13.0,1.0,393.0,105*,32.75,285.0,137.89,1.0,1.0,45.0,9.0,2019
20.0,Suresh Raina CSK,17.0,17.0,1.0,383.0,59,23.93,314.0,121.97,0.0,3.0,45.0,9.0,2019
21.0,Parthiv Patel RCB,14.0,14.0,0.0,373.0,67,26.64,268.0,139.17,0.0,2.0,48.0,10.0,2019
22.0,Prithvi Shaw DC,16.0,16.0,0.0,353.0,99,22.06,264.0,133.71,0.0,2.0,45.0,9.0,2019
23.0,Manish Pandey SRH,12.0,11.0,3.0,344.0,83*,43.0,263.0,130.79,0.0,3.0,34.0,6.0,2019
24.0,Nitish Rana KKR,14.0,11.0,1.0,344.0,85*,34.4,235.0,146.38,0.0,3.0,27.0,21.0,2019
25.0,Sanju Samson RR,12.0,12.0,2.0,342.0,102*,34.2,230.0,148.69,1.0,0.0,28.0,13.0,2019
26.0,Mayank Agarwal PBKS,13.0,13.0,0.0,332.0,58,25.53,234.0,141.88,0.0,2.0,26.0,14.0,2019
27.0,Steve Smith RR,12.0,10.0,2.0,319.0,73*,39.87,275.0,116.0,0.0,3.0,30.0,4.0,2019
28.0,Jos Buttler RR,8.0,8.0,0.0,311.0,89,38.87,205.0,151.7,0.0,3.0,38.0,14.0,2019
29.0,Shubman Gill KKR,14.0,13.0,4.0,296.0,76,32.88,238.0,124.36,0.0,3.0,21.0,10.0,2019
30.0,Robin Uthappa KKR,12.0,11.0,2.0,282.0,67*,31.33,245.0,115.1,0.0,1.0,28.0,10.0,2019
31.0,Ambati Rayudu CSK,17.0,17.0,5.0,282.0,57,23.5,303.0,93.06,0.0,1.0,20.0,7.0,2019
32.0,Kieron Pollard MI,16.0,14.0,6.0,279.0,83,34.87,178.0,156.74,0.0,1.0,14.0,22.0,2019
33.0,Dinesh Karthik KKR,14.0,13.0,5.0,253.0,97*,31.62,173.0,146.24,0.0,2.0,22.0,14.0,2019
34.0,Vijay Shankar SRH,15.0,14.0,2.0,244.0,40*,20.33,193.0,126.42,0.0,0.0,11.0,12.0,2019
35.0,Moeen Ali RCB,11.0,10.0,2.0,220.0,66,27.5,133.0,165.41,0.0,2.0,16.0,17.0,2019
36.0,David Miller PBKS,10.0,10.0,2.0,213.0,59*,26.62,164.0,129.87,0.0,1.0,19.0,7.0,2019
37.0,Marcus Stoinis RCB,10.0,10.0,6.0,211.0,46*,52.75,156.0,135.25,0.0,0.0,14.0,10.0,2019
38.0,Colin Ingram DC,12.0,12.0,2.0,184.0,47,18.4,154.0,119.48,0.0,0.0,20.0,5.0,2019
39.0,Krunal Pandya MI,16.0,15.0,4.0,183.0,42,16.63,150.0,122.0,0.0,0.0,18.0,5.0,2019
40.0,Sarfaraz Khan PBKS,8.0,5.0,1.0,180.0,67,45.0,143.0,125.87,0.0,1.0,19.0,4.0,2019
41.0,Nicholas Pooran PBKS,7.0,6.0,0.0,168.0,48,28.0,107.0,157.0,0.0,0.0,10.0,14.0,2019
42.0,Mandeep Singh PBKS,13.0,12.0,8.0,165.0,33*,41.25,120.0,137.5,0.0,0.0,10.0,4.0,2019
43.0,Kedar Jadhav CSK,14.0,12.0,3.0,162.0,58,18.0,169.0,95.85,0.0,1.0,19.0,3.0,2019
44.0,Riyan Parag RR,7.0,5.0,0.0,160.0,50,32.0,126.0,126.98,0.0,1.0,17.0,5.0,2019
45.0,Kane Williamson SRH,9.0,9.0,2.0,156.0,70*,22.28,130.0,120.0,0.0,1.0,12.0,5.0,2019
46.0,Sunil Narine KKR,12.0,9.0,1.0,143.0,47,17.87,86.0,166.27,0.0,0.0,17.0,9.0,2019
47.0,Rahul Tripathi RR,8.0,7.0,1.0,141.0,50,23.5,118.0,119.49,0.0,1.0,13.0,2.0,2019
48.0,Ben Stokes RR,9.0,9.0,3.0,123.0,46,20.5,99.0,124.24,0.0,0.0,8.0,4.0,2019
49.0,Mohammad Nabi SRH,8.0,7.0,1.0,115.0,31,19.16,76.0,151.31,0.0,0.0,8.0,7.0,2019
50.0,Axar Patel DC,14.0,12.0,6.0,110.0,26,18.33,88.0,125.0,0.0,0.0,10.0,3.0,2019
51.0,Ravindra Jadeja CSK,16.0,9.0,6.0,106.0,31*,35.33,88.0,120.45,0.0,0.0,7.0,4.0,2019
52.0,Ishan Kishan MI,7.0,6.0,0.0,101.0,28,16.83,100.0,101.0,0.0,0.0,8.0,4.0,2019
53.0,Gurkeerat Mann Singh RCB,3.0,3.0,0.0,98.0,65,32.66,70.0,140.0,0.0,1.0,11.0,2.0,2019
54.0,Yuvraj Singh MI,4.0,4.0,0.0,98.0,53,24.5,75.0,130.66,0.0,1.0,7.0,6.0,2019
55.0,Sam Curran PBKS,9.0,8.0,4.0,95.0,55*,23.75,55.0,172.72,0.0,1.0,13.0,3.0,2019
56.0,Shimron Hetmyer RCB,5.0,5.0,0.0,90.0,75,18.0,73.0,123.28,0.0,1.0,4.0,7.0,2019
57.0,Wriddhiman Saha SRH,5.0,5.0,0.0,86.0,28,17.2,53.0,162.26,0.0,0.0,13.0,1.0,2019
58.0,Colin Munro DC,4.0,4.0,0.0,84.0,40,21.0,70.0,120.0,0.0,0.0,9.0,4.0,2019
59.0,Martin Guptill SRH,3.0,3.0,0.0,81.0,36,27.0,53.0,152.83,0.0,0.0,4.0,7.0,2019
60.0,Dwayne Bravo CSK,12.0,9.0,4.0,80.0,27,16.0,66.0,121.21,0.0,0.0,6.0,3.0,2019
61.0,Sherfane Rutherford DC,7.0,7.0,2.0,73.0,28*,14.6,54.0,135.18,0.0,0.0,2.0,7.0,2019
62.0,Liam Livingstone RR,4.0,4.0,1.0,71.0,44,23.66,48.0,147.91,0.0,0.0,6.0,5.0,2019
63.0,Stuart Binny RR,8.0,5.0,2.0,70.0,33*,23.33,40.0,175.0,0.0,0.0,5.0,4.0,2019
64.0,Jofra Archer RR,11.0,5.0,3.0,67.0,27*,33.5,40.0,167.5,0.0,0.0,4.0,4.0,2019
65.0,Murali Vijay CSK,2.0,2.0,0.0,64.0,38,32.0,61.0,104.91,0.0,0.0,6.0,1.0,2019
66.0,Deepak Hooda SRH,11.0,7.0,1.0,64.0,20,10.66,63.0,101.58,0.0,0.0,5.0,1.0,2019
67.0,Shreyas Gopal RR,14.0,7.0,3.0,63.0,19*,15.75,46.0,136.95,0.0,0.0,8.0,1.0,2019
68.0,Akshdeep Nath RCB,8.0,5.0,0.0,61.0,24,12.2,57.0,107.01,0.0,0.0,5.0,2.0,2019
69.0,Evin Lewis MI,3.0,3.0,0.0,48.0,32,16.0,52.0,92.3,0.0,0.0,4.0,2.0,2019
70.0,Colin de Grandhomme RCB,4.0,4.0,1.0,46.0,37,15.33,49.0,93.87,0.0,0.0,4.0,2.0,2019
71.0,Piyush Chawla KKR,13.0,5.0,2.0,42.0,14*,14.0,37.0,113.51,0.0,0.0,4.0,2.0,2019
72.0,Ravichandran Ashwin PBKS,14.0,6.0,1.0,42.0,17*,8.4,28.0,150.0,0.0,0.0,3.0,3.0,2019
73.0,Shivam Dube RCB,4.0,4.0,1.0,40.0,24,13.33,33.0,121.21,0.0,0.0,1.0,3.0,2019
74.0,Yusuf Pathan SRH,10.0,8.0,5.0,40.0,16*,13.33,45.0,88.88,0.0,0.0,1.0,1.0,2019
75.0,Rinku Singh KKR,5.0,3.0,1.0,37.0,30,18.5,34.0,108.82,0.0,0.0,1.0,2.0,2019
76.0,Rashid Khan SRH,15.0,8.0,3.0,34.0,17*,6.8,23.0,147.82,0.0,0.0,2.0,2.0,2019
77.0,Mitchell Santner CSK,4.0,2.0,1.0,32.0,22,32.0,23.0,139.13,0.0,0.0,0.0,3.0,2019
78.0,Chris Morris DC,9.0,6.0,0.0,32.0,17,5.33,37.0,86.48,0.0,0.0,1.0,2.0,2019
79.0,Rahul Tewatia DC,5.0,4.0,3.0,26.0,11*,26.0,22.0,118.18,0.0,0.0,2.0,1.0,2019
80.0,Umesh Yadav RCB,11.0,7.0,5.0,25.0,14,12.5,25.0,100.0,0.0,0.0,3.0,1.0,2019
81.0,Amit Mishra DC,11.0,4.0,2.0,21.0,8,10.5,24.0,87.5,0.0,0.0,2.0,0.0,2019
82.0,Harpreet Brar PBKS,2.0,1.0,1.0,20.0,20*,0.0,12.0,166.66,0.0,0.0,2.0,1.0,2019
83.0,Prayas Ray Barman RCB,1.0,1.0,0.0,19.0,19,19.0,24.0,79.16,0.0,0.0,2.0,0.0,2019
84.0,Ben Cutting MI,3.0,3.0,1.0,18.0,13*,9.0,17.0,105.88,0.0,0.0,1.0,1.0,2019
85.0,Krishnappa Gowtham RR,7.0,4.0,1.0,18.0,9,6.0,19.0,94.73,0.0,0.0,1.0,1.0,2019
86.0,Keemo Paul DC,8.0,6.0,1.0,18.0,7,3.6,24.0,75.0,0.0,0.0,1.0,1.0,2019
87.0,Prabhsimran Singh PBKS,1.0,1.0,0.0,16.0,16,16.0,17.0,94.11,0.0,0.0,1.0,1.0,2019
88.0,Siddhesh Lad MI,1.0,1.0,0.0,15.0,15,15.0,13.0,115.38,0.0,0.0,1.0,1.0,2019
89.0,Alzarri Joseph MI,3.0,2.0,2.0,15.0,15*,0.0,13.0,115.38,0.0,0.0,2.0,0.0,2019
90.0,Shardul Thakur CSK,10.0,3.0,1.0,14.0,12*,7.0,7.0,200.0,0.0,0.0,1.0,1.0,2019
91.0,Kagiso Rabada DC,12.0,4.0,1.0,14.0,9,4.66,15.0,93.33,0.0,0.0,0.0,1.0,2019
92.0,Kuldeep Yadav KKR,9.0,4.0,2.0,12.0,10*,6.0,8.0,150.0,0.0,0.0,1.0,0.0,2019
93.0,Rahul Chahar MI,13.0,4.0,2.0,12.0,10,6.0,11.0,109.09,0.0,0.0,2.0,0.0,2019
94.0,Bhuvneshwar Kumar SRH,15.0,5.0,2.0,12.0,7*,4.0,19.0,63.15,0.0,0.0,1.0,0.0,2019
95.0,Carlos Brathwaite KKR,2.0,2.0,0.0,11.0,6,5.5,10.0,110.0,0.0,0.0,1.0,0.0,2019
96.0,Mitchell McClenaghan MI,5.0,4.0,1.0,11.0,10,3.66,16.0,68.75,0.0,0.0,2.0,0.0,2019
97.0,Ishant Sharma DC,13.0,3.0,3.0,10.0,10*,0.0,3.0,333.33,0.0,0.0,1.0,1.0,2019
98.0,KC Cariappa KKR,1.0,1.0,1.0,9.0,9*,0.0,3.0,300.0,0.0,0.0,0.0,1.0,2019
99.0,Abhishek Sharma SRH,3.0,3.0,1.0,9.0,5*,4.5,9.0,100.0,0.0,0.0,1.0,0.0,2019
100.0,Heinrich Klaasen RCB,3.0,2.0,0.0,9.0,6,4.5,10.0,90.0,0.0,0.0,0.0,0.0,2019
101.0,Shakib Al Hasan SRH,3.0,1.0,0.0,9.0,9,9.0,10.0,90.0,0.0,0.0,0.0,0.0,2019
102.0,Tim Southee RCB,3.0,1.0,1.0,9.0,9*,0.0,9.0,100.0,0.0,0.0,0.0,0.0,2019
103.0,Pawan Negi RCB,7.0,4.0,0.0,9.0,5,2.25,12.0,75.0,0.0,0.0,1.0,0.0,2019
104.0,Mahipal Lomror RR,2.0,1.0,0.0,8.0,8,8.0,3.0,266.66,0.0,0.0,2.0,0.0,2019
105.0,Nikhil Naik KKR,1.0,1.0,0.0,7.0,7,7.0,16.0,43.75,0.0,0.0,1.0,0.0,2019
106.0,Ricky Bhui SRH,1.0,1.0,0.0,7.0,7,7.0,12.0,58.33,0.0,0.0,0.0,0.0,2019
107.0,Trent Boult DC,5.0,3.0,2.0,7.0,6,7.0,4.0,175.0,0.0,0.0,0.0,1.0,2019
108.0,Deepak Chahar CSK,17.0,2.0,0.0,7.0,7,3.5,9.0,77.77,0.0,0.0,1.0,0.0,2019
109.0,Jagadeesha Suchith DC,1.0,1.0,0.0,6.0,6,6.0,15.0,40.0,0.0,0.0,0.0,0.0,2019
110.0,Ish Sodhi RR,2.0,1.0,0.0,6.0,6,6.0,11.0,54.54,0.0,0.0,0.0,0.0,2019
111.0,Mayank Markande MI,3.0,2.0,1.0,6.0,6,6.0,5.0,120.0,0.0,0.0,1.0,0.0,2019
112.0,Sandeep Sharma SRH,11.0,2.0,2.0,6.0,5*,0.0,3.0,200.0,0.0,0.0,1.0,0.0,2019
113.0,Yuzvendra Chahal RCB,14.0,3.0,1.0,6.0,4,3.0,16.0,37.5,0.0,0.0,0.0,0.0,2019
114.0,Dhruv Shorey CSK,1.0,1.0,0.0,5.0,5,5.0,8.0,62.5,0.0,0.0,0.0,0.0,2019
115.0,Karun Nair PBKS,1.0,1.0,0.0,5.0,5,5.0,6.0,83.33,0.0,0.0,0.0,0.0,2019
116.0,Rasikh Salam MI,1.0,1.0,1.0,5.0,5*,0.0,4.0,125.0,0.0,0.0,0.0,0.0,2019
117.0,Dhawal Kulkarni RR,10.0,1.0,1.0,5.0,5*,0.0,3.0,166.66,0.0,0.0,1.0,0.0,2019
118.0,Avesh Khan DC,1.0,1.0,1.0,4.0,4*,0.0,3.0,133.33,0.0,0.0,1.0,0.0,2019
119.0,Hanuma Vihari DC,2.0,2.0,0.0,4.0,2,2.0,8.0,50.0,0.0,0.0,0.0,0.0,2019
120.0,Mohammed Siraj RCB,9.0,4.0,3.0,4.0,3*,4.0,14.0,28.57,0.0,0.0,0.0,0.0,2019
121.0,Barinder Sran MI,2.0,1.0,1.0,3.0,3*,0.0,3.0,100.0,0.0,0.0,0.0,0.0,2019
122.0,Ashton Turner RR,4.0,4.0,1.0,3.0,3*,1.0,10.0,30.0,0.0,0.0,0.0,0.0,2019
123.0,Varun Aaron RR,5.0,1.0,1.0,3.0,3*,0.0,7.0,42.85,0.0,0.0,0.0,0.0,2019
124.0,Hardus Viljoen PBKS,6.0,3.0,1.0,3.0,2*,1.5,7.0,42.85,0.0,0.0,0.0,0.0,2019
125.0,Murugan Ashwin PBKS,10.0,3.0,2.0,3.0,1*,3.0,5.0,60.0,0.0,0.0,0.0,0.0,2019
126.0,Navdeep Saini RCB,13.0,2.0,1.0,2.0,2,2.0,4.0,50.0,0.0,0.0,0.0,0.0,2019
127.0,Basil Thampi SRH,3.0,1.0,1.0,1.0,1*,0.0,1.0,100.0,0.0,0.0,0.0,0.0,2019
128.0,Washington Sundar RCB,3.0,2.0,0.0,1.0,1,0.5,3.0,33.33,0.0,0.0,0.0,0.0,2019
129.0,Harry Gurney KKR,8.0,1.0,1.0,1.0,1*,0.0,5.0,20.0,0.0,0.0,0.0,0.0,2019
130.0,Harbhajan Singh CSK,11.0,1.0,0.0,1.0,1,1.0,3.0,33.33,0.0,0.0,0.0,0.0,2019
131.0,Jaydev Unadkat RR,11.0,4.0,3.0,1.0,1,1.0,3.0,33.33,0.0,0.0,0.0,0.0,2019
132.0,Mohammad Shami PBKS,14.0,2.0,1.0,1.0,1*,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2019
133.0,Joe Denly KKR,1.0,1.0,0.0,0.0,0*,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
134.0,Mohit Sharma CSK,1.0,1.0,1.0,0.0,0*,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2019
135.0,Sam Billings CSK,1.0,1.0,0.0,0.0,0*,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2019
136.0,Harshal Patel DC,2.0,2.0,1.0,0.0,0*,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2019
137.0,Prithvi Raj Yarra KKR,2.0,1.0,1.0,0.0,0*,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
138.0,Mujeeb Ur Rahman PBKS,5.0,3.0,2.0,0.0,0*,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2019
139.0,Andrew Tye PBKS,6.0,1.0,1.0,0.0,0*,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2019
140.0,Sandeep Lamichhane DC,6.0,1.0,0.0,0.0,0*,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
141.0,Siddarth Kaul SRH,7.0,2.0,1.0,0.0,0*,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
142.0,Khaleel Ahmed SRH,9.0,1.0,0.0,0.0,0*,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
143.0,Prasidh Krishna KKR,11.0,1.0,0.0,0.0,0*,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2019
144.0,Jasprit Bumrah MI,16.0,3.0,3.0,0.0,0*,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
1.0,Kane Williamson SRH,17.0,17.0,3.0,735.0,84,52.5,516.0,142.44,0.0,8.0,64.0,28.0,2018
2.0,Rishabh Pant DC,14.0,14.0,1.0,684.0,128*,52.61,394.0,173.6,1.0,5.0,68.0,37.0,2018
3.0,KL Rahul PBKS,14.0,14.0,2.0,659.0,95*,54.91,416.0,158.41,0.0,6.0,66.0,32.0,2018
4.0,Ambati Rayudu CSK,16.0,16.0,2.0,602.0,100*,43.0,402.0,149.75,1.0,3.0,53.0,34.0,2018
5.0,Shane Watson CSK,15.0,15.0,1.0,555.0,117*,39.64,359.0,154.59,2.0,2.0,44.0,35.0,2018
6.0,Jos Buttler RR,13.0,13.0,3.0,548.0,95*,54.8,353.0,155.24,0.0,5.0,52.0,21.0,2018
7.0,Virat Kohli RCB,14.0,14.0,3.0,530.0,92*,48.18,381.0,139.1,0.0,4.0,52.0,18.0,2018
8.0,Suryakumar Yadav MI,14.0,14.0,0.0,512.0,72,36.57,384.0,133.33,0.0,4.0,61.0,16.0,2018
9.0,Dinesh Karthik KKR,16.0,16.0,6.0,498.0,52,49.8,337.0,147.77,0.0,2.0,49.0,16.0,2018
10.0,Shikhar Dhawan SRH,16.0,16.0,3.0,497.0,92*,38.23,363.0,136.91,0.0,4.0,59.0,14.0,2018
11.0,Chris Lynn KKR,16.0,16.0,1.0,491.0,74,32.73,377.0,130.23,0.0,3.0,56.0,18.0,2018
12.0,AB de Villiers RCB,12.0,11.0,2.0,480.0,90*,53.33,275.0,174.54,0.0,6.0,39.0,30.0,2018
13.0,MS Dhoni CSK,16.0,15.0,9.0,455.0,79*,75.83,302.0,150.66,0.0,3.0,24.0,30.0,2018
14.0,Suresh Raina CSK,15.0,15.0,3.0,445.0,75*,37.08,336.0,132.44,0.0,4.0,46.0,12.0,2018
15.0,Sanju Samson RR,15.0,15.0,1.0,441.0,92*,31.5,320.0,137.81,0.0,3.0,30.0,19.0,2018
16.0,Shreyas Iyer DC,14.0,14.0,3.0,411.0,93*,37.36,310.0,132.58,0.0,4.0,29.0,21.0,2018
17.0,Evin Lewis MI,13.0,13.0,0.0,382.0,65,29.38,276.0,138.4,0.0,2.0,32.0,24.0,2018
18.0,Ajinkya Rahane RR,15.0,14.0,1.0,370.0,65*,28.46,313.0,118.21,0.0,1.0,39.0,5.0,2018
19.0,Chris Gayle PBKS,11.0,11.0,2.0,368.0,104*,40.88,252.0,146.03,1.0,3.0,30.0,27.0,2018
20.0,Sunil Narine KKR,16.0,16.0,0.0,357.0,75,22.31,188.0,189.89,0.0,2.0,40.0,23.0,2018
21.0,Robin Uthappa KKR,16.0,16.0,0.0,351.0,54,21.93,265.0,132.45,0.0,1.0,30.0,21.0,2018
22.0,Andre Russell KKR,16.0,14.0,3.0,316.0,88*,28.72,171.0,184.79,0.0,1.0,17.0,31.0,2018
23.0,Nitish Rana KKR,15.0,15.0,2.0,304.0,59,23.38,232.0,131.03,0.0,1.0,26.0,14.0,2018
24.0,Karun Nair PBKS,13.0,12.0,0.0,301.0,54,25.08,221.0,136.19,0.0,2.0,23.0,13.0,2018
25.0,Rohit Sharma MI,14.0,14.0,2.0,286.0,94,23.83,215.0,133.02,0.0,2.0,25.0,12.0,2018
26.0,Manish Pandey SRH,15.0,13.0,2.0,284.0,62*,25.81,246.0,115.44,0.0,3.0,22.0,5.0,2018
27.0,Ishan Kishan MI,14.0,12.0,0.0,275.0,62,22.91,184.0,149.45,0.0,2.0,22.0,17.0,2018
28.0,Hardik Pandya MI,13.0,13.0,4.0,260.0,50,28.88,195.0,133.33,0.0,1.0,20.0,11.0,2018
29.0,Yusuf Pathan SRH,15.0,13.0,4.0,260.0,45*,28.88,200.0,130.0,0.0,0.0,22.0,11.0,2018
30.0,Mandeep Singh RCB,14.0,13.0,3.0,252.0,47*,25.2,186.0,135.48,0.0,0.0,16.0,11.0,2018
31.0,Prithvi Shaw DC,9.0,9.0,0.0,245.0,65,27.22,160.0,153.12,0.0,2.0,27.0,10.0,2018
32.0,Shakib Al Hasan SRH,17.0,13.0,2.0,239.0,35,21.72,197.0,121.31,0.0,0.0,26.0,5.0,2018
33.0,Krunal Pandya MI,14.0,13.0,3.0,228.0,41*,22.8,157.0,145.22,0.0,0.0,22.0,10.0,2018
34.0,Rahul Tripathi RR,12.0,12.0,3.0,226.0,80*,25.11,167.0,135.32,0.0,1.0,18.0,8.0,2018
35.0,Vijay Shankar DC,13.0,11.0,7.0,212.0,54*,53.0,148.0,143.24,0.0,1.0,11.0,11.0,2018
36.0,Shubman Gill KKR,13.0,11.0,5.0,203.0,57*,33.83,139.0,146.04,0.0,1.0,22.0,5.0,2018
37.0,Quinton de Kock RCB,8.0,8.0,0.0,201.0,53,25.12,162.0,124.07,0.0,1.0,20.0,8.0,2018
38.0,Ben Stokes RR,13.0,13.0,1.0,196.0,45,16.33,161.0,121.73,0.0,0.0,13.0,6.0,2018
39.0,Glenn Maxwell DC,12.0,12.0,0.0,169.0,47,14.08,120.0,140.83,0.0,0.0,14.0,9.0,2018
40.0,Faf du Plessis CSK,6.0,6.0,1.0,162.0,67*,32.4,129.0,125.58,0.0,1.0,17.0,6.0,2018
41.0,Parthiv Patel RCB,6.0,6.0,1.0,153.0,53,30.6,109.0,140.36,0.0,1.0,20.0,4.0,2018
42.0,Alex Hales SRH,6.0,6.0,0.0,148.0,45,24.66,118.0,125.42,0.0,0.0,13.0,6.0,2018
43.0,Dwayne Bravo CSK,16.0,10.0,6.0,141.0,68,35.25,91.0,154.94,0.0,1.0,8.0,10.0,2018
44.0,Aaron Finch PBKS,10.0,9.0,1.0,134.0,46,16.75,100.0,134.0,0.0,0.0,6.0,8.0,2018
45.0,Kieron Pollard MI,9.0,8.0,1.0,133.0,50,19.0,100.0,133.0,0.0,1.0,10.0,7.0,2018
46.0,Colin de Grandhomme RCB,9.0,8.0,3.0,131.0,40,26.2,84.0,155.95,0.0,0.0,4.0,10.0,2018
47.0,Brendon McCullum RCB,6.0,6.0,0.0,127.0,43,21.16,88.0,144.31,0.0,0.0,16.0,6.0,2018
48.0,Krishnappa Gowtham RR,15.0,13.0,4.0,126.0,33*,14.0,64.0,196.87,0.0,0.0,9.0,9.0,2018
49.0,Wriddhiman Saha SRH,11.0,10.0,2.0,122.0,35,15.25,102.0,119.6,0.0,0.0,17.0,1.0,2018
50.0,Jason Roy DC,5.0,5.0,1.0,120.0,91*,30.0,94.0,127.65,0.0,1.0,9.0,7.0,2018
51.0,Mayank Agarwal PBKS,11.0,11.0,1.0,120.0,30,12.0,94.0,127.65,0.0,0.0,9.0,5.0,2018
52.0,D'Arcy Short RR,7.0,7.0,0.0,115.0,44,16.42,99.0,116.16,0.0,0.0,11.0,5.0,2018
53.0,Sam Billings CSK,10.0,8.0,0.0,108.0,56,13.5,78.0,138.46,0.0,1.0,8.0,5.0,2018
54.0,Ravichandran Ashwin PBKS,14.0,9.0,1.0,102.0,45,12.75,71.0,143.66,0.0,0.0,7.0,5.0,2018
55.0,Marcus Stoinis PBKS,7.0,7.0,3.0,99.0,29*,24.75,76.0,130.26,0.0,0.0,6.0,4.0,2018
56.0,Ben Cutting MI,9.0,6.0,2.0,96.0,37,24.0,58.0,165.51,0.0,0.0,5.0,8.0,2018
57.0,Ravindra Jadeja CSK,16.0,10.0,5.0,89.0,27*,17.8,74.0,120.27,0.0,0.0,3.0,4.0,2018
58.0,Deepak Hooda SRH,9.0,8.0,4.0,87.0,32*,21.75,81.0,107.4,0.0,0.0,2.0,3.0,2018
59.0,Gautam Gambhir DC,6.0,5.0,0.0,85.0,55,17.0,88.0,96.59,0.0,1.0,8.0,1.0,2018
60.0,Axar Patel PBKS,9.0,8.0,2.0,80.0,19,13.33,69.0,115.94,0.0,0.0,3.0,4.0,2018
61.0,Moeen Ali RCB,5.0,4.0,0.0,77.0,65,19.25,46.0,167.39,0.0,1.0,4.0,6.0,2018
62.0,Carlos Brathwaite SRH,4.0,4.0,1.0,75.0,43*,25.0,48.0,156.25,0.0,0.0,1.0,8.0,2018
63.0,David Miller PBKS,3.0,3.0,1.0,74.0,26,37.0,64.0,115.62,0.0,0.0,3.0,2.0,2018
64.0,Washington Sundar RCB,7.0,6.0,3.0,65.0,35,21.66,38.0,171.05,0.0,0.0,5.0,4.0,2018
65.0,Yuvraj Singh PBKS,8.0,6.0,0.0,65.0,20,10.83,73.0,89.04,0.0,0.0,6.0,2.0,2018
66.0,Abhishek Sharma DC,3.0,3.0,2.0,63.0,46*,63.0,33.0,190.9,0.0,0.0,3.0,5.0,2018
67.0,Colin Munro DC,5.0,5.0,0.0,63.0,33,12.6,41.0,153.65,0.0,0.0,7.0,4.0,2018
68.0,Harshal Patel DC,5.0,2.0,1.0,60.0,36*,60.0,33.0,181.81,0.0,0.0,1.0,6.0,2018
69.0,Rashid Khan SRH,17.0,7.0,2.0,59.0,34*,11.8,31.0,190.32,0.0,0.0,3.0,6.0,2018
